distance_miles,latitude,longitude,elevation_m
246.81,39.272332,-106.436381,3092.0
247.3,39.278328,-106.441452,3063.0
247.78,39.282415,-106.448782,3103.0
248.13,39.284988,-106.443093,3104.0
248.61,39.291095,-106.438785,3270.0
249.18,39.295784,-106.430168,3476.0
250.12,39.302169,-106.414636,3435.0
250.81,39.309679,-106.405921,3564.0
251.6,39.320143,-106.411664,3478.0
252.37,39.32958,-106.404009,3340.0
253.48,39.338234,-106.386484,3333.0
254.56,39.342745,-106.366971,3210.0
255.43,39.349006,-106.352826,3178.0
256.29,39.354001,-106.338066,3213.0
257.64,39.36087,-106.314382,3206.0
259.19,39.37929,-106.331109,3055.0
260.31,39.391222,-106.31698,3055.0
261.53,39.408769,-106.3151,2953.0
262.97,39.423924,-106.296523,2864.0
264.45,39.422749,-106.268714,3068.0
265.12,39.430734,-106.261506,3260.0
266.66,39.435263,-106.23334,3572.0
267.27,39.429702,-106.224362,3709.0
267.72,39.432667,-106.21688,3691.0
268.02,39.436271,-106.21999,3660.0
268.39,39.441618,-106.220845,3662.0
268.71,39.443971,-106.226097,3658.0
269.54,39.455545,-106.230011,3684.0
269.98,39.461907,-106.229084,3582.0
270.46,39.468875,-106.230448,3545.0
270.75,39.469442,-106.225219,3466.0
271.3,39.474968,-106.217571,3422.0
272.21,39.481284,-106.20259,3324.0
273.06,39.488168,-106.189332,3192.0
273.94,39.493378,-106.174344,3170.0
274.31,39.496172,-106.168454,3080.0
275.17,39.499192,-106.152741,2973.0
275.62,39.495778,-106.145537,3040.0
276.0,39.492913,-106.139489,3024.0
276.21,39.492611,-106.135488,2991.0
276.48,39.496332,-106.134036,2997.0
277.03,39.489361,-106.128996,3115.0
277.87,39.478684,-106.121454,3317.0
278.23,39.477748,-106.11487,3501.0
278.94,39.487939,-106.112964,3690.0
280.03,39.503731,-106.114757,3805.0
280.57,39.510937,-106.110926,3714.0
281.39,39.522774,-106.111542,3534.0
282.03,39.531626,-106.107724,3403.0
282.42,39.534809,-106.101679,3313.0
282.62,39.534365,-106.097896,3262.0
283.14,39.53107,-106.089073,3155.0
283.73,39.53732,-106.081553,3037.0
284.15,39.538618,-106.073961,3114.0
284.58,39.537061,-106.066004,3108.0
284.9,39.536691,-106.060155,3027.0
285.38,39.542189,-106.054339,2923.0
285.58,39.54029,-106.05166,2883.0
286.03,39.541518,-106.043358,2816.0
286.45,39.540324,-106.035514,2795.0
286.77,39.541338,-106.029629,2909.0
287.31,39.540292,-106.019671,2941.0
287.72,39.542582,-106.012442,2985.0
288.23,39.540049,-106.003512,2927.0
288.54,39.537823,-105.998455,2875.0
288.9,39.541535,-105.993757,2955.0
289.4,39.540023,-105.984592,3035.0
289.72,39.53973,-105.978634,3095.0
290.11,39.540845,-105.971311,3054.0
290.28,39.542777,-105.969427,3131.0
290.66,39.547492,-105.965688,3184.0
290.99,39.548274,-105.959519,3314.0
291.23,39.547101,-105.955262,3385.0
291.84,39.541699,-105.946197,3396.0
292.56,39.535579,-105.935295,3384.0
293.14,39.52742,-105.932414,3269.0
293.69,39.519993,-105.935684,3154.0
293.98,39.51604,-105.933526,3055.0
294.52,39.512034,-105.942249,3012.0
295.24,39.501806,-105.939701,3071.0
295.74,39.498674,-105.93131,3125.0
296.17,39.493649,-105.926381,3178.0
296.48,39.48985,-105.923412,3326.0
296.97,39.483927,-105.918246,3422.0
297.33,39.482409,-105.911772,3496.0
297.98,39.475343,-105.903737,3537.0
298.91,39.462205,-105.907841,3567.0
299.55,39.454071,-105.90232,3552.0
301.04,39.436295,-105.886357,3412.0
302.05,39.433138,-105.867821,3307.0
302.76,39.428918,-105.85573,3135.0
303.55,39.429407,-105.840922,3081.0
304.59,39.428235,-105.821361,3066.0
306.12,39.424497,-105.793136,3113.0
307.2,39.417957,-105.774758,3170.0
308.29,39.41354,-105.755022,3054.0
309.68,39.398277,-105.738139,3124.0
310.74,39.385626,-105.726873,3135.0
311.64,39.373116,-105.721857,3055.0
312.39,39.367943,-105.709435,2989.0
313.54,39.361855,-105.689461,2961.0
314.1,39.365057,-105.679705,2959.0
316.33,39.365916,-105.63806,3167.0
318.27,39.344578,-105.614233,3149.0
321.23,39.330365,-105.561918,3215.0
324.57,39.304659,-105.508885,3125.0
326.46,39.309875,-105.474097,3120.0
328.34,39.326845,-105.446498,2843.0
329.68,39.330954,-105.422092,2749.0
330.63,39.337734,-105.406581,2578.0
331.31,39.338162,-105.393874,2508.0
332.02,39.342956,-105.382094,2450.0
332.88,39.341518,-105.365977,2421.0
333.85,39.341041,-105.347884,2343.0
334.59,39.339822,-105.334169,2266.0
335.29,39.335247,-105.322411,2307.0
336.14,39.333323,-105.30673,2356.0
336.99,39.327931,-105.292322,2417.0
337.31,39.331194,-105.288019,2354.0
337.69,39.33575,-105.284085,2341.0
338.07,39.340468,-105.280263,2391.0
338.91,39.344061,-105.265396,2388.0
339.75,39.353372,-105.25518,2367.0
340.44,39.359914,-105.245365,2321.0
341.04,39.367151,-105.239165,2308.0
341.71,39.376827,-105.240516,2314.0
342.36,39.386219,-105.240841,2329.0
343.03,39.394993,-105.235602,2354.0
343.62,39.402107,-105.229168,2322.0
344.06,39.403766,-105.221239,2347.0
344.67,39.406663,-105.210405,2218.0
345.34,39.402894,-105.198962,2186.0
345.81,39.400531,-105.190527,2097.0
346.32,39.398045,-105.181707,2049.0
346.89,39.395918,-105.171294,2007.0
347.14,39.398147,-105.167679,1903.0
347.42,39.401953,-105.165859,1899.0
347.67,39.404673,-105.16262,2006.0
347.9,39.406501,-105.159142,2182.0
348.36,39.403761,-105.151166,2279.0
349.07,39.409929,-105.140614,2206.0
349.59,39.410065,-105.13073,2096.0
350.5,39.421575,-105.122334,1927.0
350.75,39.423994,-105.118925,1987.0
350.8,39.424622,-105.118659,1945.0
350.85,39.425353,-105.118826,1893.0
351.22,39.43081,-105.118816,1835.0
352.2,39.444396,-105.124032,1748.0
354.03,39.469601,-105.134534,1731.0
355.66,39.483871,-105.110209,1710.0
