track_name,latitude,longitude,color
CT,37.3550722,-107.9420496,#00AA00
CT,37.355043,-107.94216,#00AA00
CT,37.3549587,-107.9423181,#00AA00
CT,37.3549432,-107.9424609,#00AA00
CT,37.3548933,-107.9425995,#00AA00
CT,37.3548245,-107.9427986,#00AA00
CT,37.3547711,-107.9430518,#00AA00
CT,37.35479,-107.9431298,#00AA00
CT,37.3547986,-107.9432293,#00AA00
CT,37.3548038,-107.9433246,#00AA00
CT,37.3548365,-107.9434415,#00AA00
CT,37.3548606,-107.9435757,#00AA00
CT,37.3548399,-107.9436796,#00AA00
CT,37.354809,-107.9438095,#00AA00
CT,37.3547728,-107.9439826,#00AA00
CT,37.3546696,-107.9442445,#00AA00
CT,37.3546008,-107.944461,#00AA00
CT,37.3545904,-107.9445995,#00AA00
CT,37.354618,-107.9447272,#00AA00
CT,37.3546403,-107.9448355,#00AA00
CT,37.3546868,-107.9449329,#00AA00
CT,37.3547212,-107.9450454,#00AA00
CT,37.3547608,-107.9452186,#00AA00
CT,37.354778,-107.9454112,#00AA00
CT,37.3548072,-107.9454718,#00AA00
CT,37.3548571,-107.9455238,#00AA00
CT,37.3549415,-107.9457229,#00AA00
CT,37.3549982,-107.9458442,#00AA00
CT,37.355043,-107.9459394,#00AA00
CT,37.355055,-107.9460173,#00AA00
CT,37.3551066,-107.9461667,#00AA00
CT,37.35516,-107.9462879,#00AA00
CT,37.355215,-107.9465108,#00AA00
CT,37.3552391,-107.9466169,#00AA00
CT,37.3552563,-107.9467121,#00AA00
CT,37.3552632,-107.9467771,#00AA00
CT,37.3552925,-107.9467966,#00AA00
CT,37.3553165,-107.946855,#00AA00
CT,37.3553836,-107.9470628,#00AA00
CT,37.3554318,-107.9472381,#00AA00
CT,37.3554869,-107.947355,#00AA00
CT,37.3555557,-107.9475737,#00AA00
CT,37.3555901,-107.947723,#00AA00
CT,37.3556297,-107.9478269,#00AA00
CT,37.3556641,-107.9478702,#00AA00
CT,37.3557054,-107.9479157,#00AA00
CT,37.3557209,-107.9480131,#00AA00
CT,37.3557914,-107.9484287,#00AA00
CT,37.3558534,-107.9487295,#00AA00
CT,37.3558981,-107.9488356,#00AA00
CT,37.3559635,-107.948933,#00AA00
CT,37.3560564,-107.9490542,#00AA00
CT,37.3561459,-107.949117,#00AA00
CT,37.3562199,-107.9491192,#00AA00
CT,37.3562457,-107.9491473,#00AA00
CT,37.3562629,-107.9491776,#00AA00
CT,37.3562956,-107.9492014,#00AA00
CT,37.3563351,-107.9491992,#00AA00
CT,37.3563747,-107.9492166,#00AA00
CT,37.3563971,-107.9492772,#00AA00
CT,37.3564298,-107.9494287,#00AA00
CT,37.3564883,-107.9496278,#00AA00
CT,37.3565588,-107.9497447,#00AA00
CT,37.3565915,-107.949775,#00AA00
CT,37.3566706,-107.949853,#00AA00
CT,37.3567377,-107.9499439,#00AA00
CT,37.3568186,-107.9500672,#00AA00
CT,37.3568496,-107.9501452,#00AA00
CT,37.3568719,-107.9502469,#00AA00
CT,37.356896,-107.9502945,#00AA00
CT,37.3569201,-107.9503595,#00AA00
CT,37.3569184,-107.9504612,#00AA00
CT,37.3569339,-107.9505803,#00AA00
CT,37.3569528,-107.9506474,#00AA00
CT,37.3569735,-107.9507383,#00AA00
CT,37.3569924,-107.9508119,#00AA00
CT,37.3569907,-107.9509093,#00AA00
CT,37.357001,-107.9509958,#00AA00
CT,37.3570423,-107.9510976,#00AA00
CT,37.3571008,-107.9512556,#00AA00
CT,37.3570801,-107.9513768,#00AA00
CT,37.3570784,-107.9514309,#00AA00
CT,37.357087,-107.9515089,#00AA00
CT,37.3570664,-107.95155,#00AA00
CT,37.3570044,-107.9515824,#00AA00
CT,37.3569442,-107.9515673,#00AA00
CT,37.356915,-107.9515348,#00AA00
CT,37.3568393,-107.951537,#00AA00
CT,37.3567481,-107.9515327,#00AA00
CT,37.3566586,-107.951576,#00AA00
CT,37.3565777,-107.9517102,#00AA00
CT,37.3565468,-107.9518725,#00AA00
CT,37.356459,-107.9519504,#00AA00
CT,37.3564057,-107.9520348,#00AA00
CT,37.3563403,-107.952076,#00AA00
CT,37.3562543,-107.9520478,#00AA00
CT,37.3560788,-107.9519807,#00AA00
CT,37.3560254,-107.9519439,#00AA00
CT,37.355862,-107.9518574,#00AA00
CT,37.3557983,-107.9518076,#00AA00
CT,37.3556521,-107.951747,#00AA00
CT,37.3553974,-107.951669,#00AA00
CT,37.3553062,-107.9516712,#00AA00
CT,37.3552477,-107.9517491,#00AA00
CT,37.355234,-107.9519569,#00AA00
CT,37.3552167,-107.9523314,#00AA00
CT,37.3551892,-107.9529028,#00AA00
CT,37.3551995,-107.9534418,#00AA00
CT,37.3551841,-107.9536388,#00AA00
CT,37.3551841,-107.9538661,#00AA00
CT,37.3551823,-107.9539721,#00AA00
CT,37.3551892,-107.9540955,#00AA00
CT,37.3551961,-107.9541994,#00AA00
CT,37.3552305,-107.9542947,#00AA00
CT,37.355246,-107.9544116,#00AA00
CT,37.3552873,-107.9545025,#00AA00
CT,37.3553114,-107.9545544,#00AA00
CT,37.3553079,-107.954654,#00AA00
CT,37.3552615,-107.9547665,#00AA00
CT,37.3552443,-107.9548293,#00AA00
CT,37.3552426,-107.955009,#00AA00
CT,37.3552649,-107.9551302,#00AA00
CT,37.3552942,-107.9553099,#00AA00
CT,37.3553028,-107.9554614,#00AA00
CT,37.3553079,-107.9556129,#00AA00
CT,37.3552925,-107.9558705,#00AA00
CT,37.3552942,-107.9559462,#00AA00
CT,37.3553148,-107.9560783,#00AA00
CT,37.3553114,-107.9561887,#00AA00
CT,37.3552804,-107.956377,#00AA00
CT,37.3552288,-107.9565566,#00AA00
CT,37.3552236,-107.9566562,#00AA00
CT,37.3551823,-107.9567515,#00AA00
CT,37.3551514,-107.956851,#00AA00
CT,37.3551187,-107.9569766,#00AA00
CT,37.3550602,-107.9570394,#00AA00
CT,37.3549982,-107.9572428,#00AA00
CT,37.354926,-107.9575632,#00AA00
CT,37.3549311,-107.9577017,#00AA00
CT,37.3549242,-107.9577753,#00AA00
CT,37.3549105,-107.9579138,#00AA00
CT,37.3548984,-107.9580697,#00AA00
CT,37.3548743,-107.958219,#00AA00
CT,37.3548657,-107.9583186,#00AA00
CT,37.3548812,-107.9584355,#00AA00
CT,37.3548812,-107.9585589,#00AA00
CT,37.3548485,-107.9587191,#00AA00
CT,37.3548193,-107.9588424,#00AA00
CT,37.3547849,-107.9590308,#00AA00
CT,37.354778,-107.9591303,#00AA00
CT,37.3547728,-107.9592148,#00AA00
CT,37.3547573,-107.9593554,#00AA00
CT,37.3547694,-107.9594767,#00AA00
CT,37.3547694,-107.9595676,#00AA00
CT,37.3547556,-107.9596823,#00AA00
CT,37.3547505,-107.9598078,#00AA00
CT,37.3547315,-107.9599659,#00AA00
CT,37.3547401,-107.9600849,#00AA00
CT,37.3547659,-107.9602451,#00AA00
CT,37.3547694,-107.9603598,#00AA00
CT,37.3547401,-107.9606044,#00AA00
CT,37.3547333,-107.9609075,#00AA00
CT,37.3546696,-107.9610958,#00AA00
CT,37.354661,-107.9611867,#00AA00
CT,37.3545939,-107.9613144,#00AA00
CT,37.3545612,-107.9613945,#00AA00
CT,37.3544993,-107.9614702,#00AA00
CT,37.3544683,-107.9615244,#00AA00
CT,37.3544287,-107.9616542,#00AA00
CT,37.3544218,-107.9617646,#00AA00
CT,37.3543874,-107.9618685,#00AA00
CT,37.3543392,-107.961914,#00AA00
CT,37.3542532,-107.9619638,#00AA00
CT,37.35415,-107.9620633,#00AA00
CT,37.3540811,-107.962243,#00AA00
CT,37.3540743,-107.9623101,#00AA00
CT,37.3540725,-107.9624118,#00AA00
