distance_miles,latitude,longitude,elevation_m
923.55,41.274664,-74.25559,247.0
926.23,41.264901,-74.205573,340.0
928.62,41.26919,-74.15971,299.0
931.5,41.26407,-74.10472,420.0
935.6,41.288352,-74.032614,276.0
937.71,41.312958,-74.008391,364.0
940.06,41.325685,-73.966272,230.0
942.77,41.350803,-73.926162,131.0
946.81,41.396198,-73.876909,214.0
949.05,41.424733,-73.856002,298.0
952.01,41.464464,-73.834458,366.0
954.84,41.502061,-73.812854,320.0
956.97,41.518175,-73.777724,277.0
959.54,41.544287,-73.742219,273.0
961.54,41.552745,-73.705047,376.0
963.69,41.573787,-73.674565,396.0
965.84,41.597495,-73.647436,242.0
967.46,41.605154,-73.61764,301.0
969.51,41.594822,-73.580386,146.0
971.7,41.621388,-73.557312,280.0
973.86,41.639936,-73.523485,157.0
975.74,41.66578,-73.511988,105.0
976.97,41.681383,-73.523238,370.0
978.52,41.699092,-73.504735,306.0
980.67,41.729726,-73.496328,241.0
982.16,41.74478,-73.475629,288.0
983.77,41.758282,-73.450162,139.0
988.23,41.807495,-73.394038,198.0
989.89,41.831372,-73.389292,273.0
991.55,41.855085,-73.38381,351.0
992.98,41.875566,-73.387974,375.0
994.89,41.902317,-73.397613,379.0
996.9,41.921358,-73.368002,328.0
998.76,41.948213,-73.366606,164.0
1000.44,41.971864,-73.37426,335.0
1001.73,41.975241,-73.399128,353.0
1003.16,41.992406,-73.414468,216.0
1004.87,42.008366,-73.440006,361.0
1006.09,42.022076,-73.455065,538.0
1007.65,42.044714,-73.454439,706.0
1009.24,42.063806,-73.437141,526.0
1010.92,42.088094,-73.43595,647.0
1012.23,42.10714,-73.435602,642.0
1014.23,42.13612,-73.435012,536.0
1015.12,42.144971,-73.422257,259.0
1017.42,42.150604,-73.377948,252.0
1019.18,42.152334,-73.34373,372.0
1020.76,42.166281,-73.319282,508.0
1022.68,42.184478,-73.290818,329.0
1024.46,42.205844,-73.27113,528.0
1026.29,42.227782,-73.251074,584.0
1027.93,42.24716,-73.232392,484.0
1029.69,42.234465,-73.202615,292.0
1031.66,42.256797,-73.178617,525.0
1033.4,42.281774,-73.173218,500.0
1034.39,42.290776,-73.158269,424.0
1035.93,42.312454,-73.165737,590.0
1038.9,42.354601,-73.154376,595.0
1042.36,42.404692,-73.149894,574.0
1045.73,42.452235,-73.164642,571.0
1047.96,42.482746,-73.179369,390.0
1049.89,42.508807,-73.16565,593.0
1052.09,42.537626,-73.14724,586.0
1054.63,42.573341,-73.15973,388.0
1056.38,42.595229,-73.177215,707.0
1058.43,42.624579,-73.183458,945.0
1060.35,42.646163,-73.159673,927.0
1063.36,42.689793,-73.158773,281.0
1066.16,42.730392,-73.159294,643.0
1070.37,42.785525,-73.124044,891.0
1076.58,42.875519,-73.127925,674.0
1081.65,42.934096,-73.06737,937.0
1086.76,43.00726,-73.051912,972.0
1091.04,43.054894,-72.997649,825.0
1092.5,43.058591,-72.969034,682.0
1095.44,43.095355,-72.939532,884.0
1100.46,43.151456,-73.002752,691.0
1104.02,43.199744,-72.977511,600.0
1106.44,43.22677,-72.946799,911.0
1111.31,43.297292,-72.945862,863.0
1119.17,43.411128,-72.940762,598.0
1125.52,43.502675,-72.927075,470.0
1131.02,43.560935,-72.852006,590.0
1135.9,43.629151,-72.826728,1032.0
1139.14,43.674109,-72.807696,483.0
1142.6,43.691149,-72.742565,776.0
1146.54,43.683331,-72.664302,787.0
1150.85,43.656176,-72.586545,444.0
1154.29,43.680866,-72.526719,309.0
1157.14,43.697424,-72.47435,491.0
1161.74,43.72365,-72.389643,317.0
1165.2,43.71058,-72.322485,247.0
1168.72,43.704406,-72.252451,376.0
1173.26,43.717064,-72.163213,472.0
1178.1,43.77412,-72.106638,631.0
1182.01,43.819724,-72.060043,678.0
1187.26,43.888424,-72.014903,600.0
1193.67,43.96336,-71.938834,497.0
1197.69,43.998875,-71.874529,539.0
1201.7,44.033222,-71.809426,1104.0
1206.33,44.08696,-71.753661,959.0
1209.52,44.131669,-71.736877,1269.0
1211.57,44.126248,-71.696207,662.0
1213.99,44.125755,-71.647428,1227.0
1218.01,44.182338,-71.628066,1181.0
1221.79,44.185756,-71.551823,1415.0
1224.17,44.183834,-71.503643,1154.0
1227.01,44.174413,-71.447796,817.0
1230.21,44.183128,-71.384359,1000.0
1232.15,44.210811,-71.377198,1129.0
1234.26,44.235463,-71.351945,1296.0
1236.77,44.26016,-71.314818,1554.0
1237.74,44.272547,-71.305397,1827.0
1240.31,44.309368,-71.31294,1548.0
1242.97,44.316737,-71.259942,1129.0
1247.42,44.252608,-71.251941,623.0
1250.02,44.262744,-71.20127,1195.0
1252.86,44.298653,-71.172982,1353.0
1255.3,44.329365,-71.148657,959.0
1260.66,44.403089,-71.114273,224.0
1264.22,44.451273,-71.08846,853.0
1269.61,44.497557,-71.000332,1057.0
1275.15,44.571999,-70.958092,1218.0
1280.11,44.631745,-70.90206,874.0
1285.76,44.695902,-70.830539,833.0
1291.24,44.762203,-70.768915,916.0
1295.67,44.824617,-70.747522,879.0
1300.93,44.845319,-70.644203,856.0
1306.6,44.885734,-70.543318,546.0
1311.57,44.947666,-70.49117,1132.0
1317.13,44.976272,-70.384724,711.0
1321.89,45.04215,-70.356049,793.0
1326.94,45.115314,-70.350107,404.0
1331.89,45.147864,-70.25965,919.0
1336.42,45.134204,-70.168524,360.0
1343.25,45.191398,-70.054187,390.0
1347.56,45.238518,-69.995753,168.0
1353.58,45.261769,-69.876362,589.0
1358.42,45.265811,-69.776882,677.0
1363.06,45.274822,-69.682127,342.0
1367.71,45.285736,-69.58776,252.0
1372.97,45.341216,-69.513266,424.0
1376.31,45.379756,-69.471839,302.0
1379.89,45.41855,-69.4228,213.0
1383.9,45.424906,-69.34049,674.0
1387.15,45.4494,-69.283025,552.0
1388.9,45.473363,-69.294749,249.0
1393.88,45.544257,-69.313777,748.0
1397.71,45.558255,-69.237028,894.0
1403.18,45.615944,-69.159311,497.0
1408.88,45.649628,-69.051631,230.0
1412.17,45.687292,-69.009585,196.0
1418.55,45.73662,-69.121374,217.0
1422.48,45.77932,-69.175501,220.0
1426.56,45.82022,-69.114172,328.0
1433.26,45.828889,-68.97543,197.0
1437.38,45.870579,-69.036793,306.0
1441.71,45.897863,-68.95565,1081.0
